horse_id,race_id,日付,レース名,開催,場名,num_horses,馬番,着順,距離,芝・ダート,天気,馬場,走破時間,上がり,斤量,騎手,jockey_id,オッズ,人気,通過順,馬体重,体重変化,着差,ペース,性,齢,is_jra_race,データソース
2020104564,202509020211,,六甲S(L),2阪神2,阪神,12.0,5.0,7.0,,芝,曇,良,1:32.6,34.3,57.0,田口貫太,01208,2.9,1.0,4-5,490.0,-8.0,0.4,34.6-34.5,,,True,individual_page_result
2020104564,202508010511,,洛陽S(L),1京都5,京都,16.0,3.0,3.0,,芝,晴,良,1:34.0,34.4,56.0,田口貫太,01208,5.2,2.0,7-7,498.0,16.0,0.2,35.2-34.9,,,True,individual_page_result
2020104564,202408060611,,マイルチャンピオンS(GI),6京都6,京都,17.0,9.0,8.0,,芝,曇,良,1:32.7,35.0,58.0,田口貫太,01208,194.0,16.0,2-2,482.0,0.0,0.7,33.8-34.5,,,True,individual_page_result
2020104564,202408050811,,カシオペアS(L),5京都8,京都,18.0,10.0,5.0,,芝,曇,良,1:45.2,34.9,57.0,田口貫太,01208,4.6,1.0,7-7,482.0,-2.0,0.4,34.6-35.1,,,True,individual_page_result
2020104564,202407030911,,ポートアイランドS(L),3中京9,中京,14.0,5.0,5.0,,芝,曇,稍,1:34.6,35.2,57.0,田口貫太,01208,3.7,2.0,2-5-6,484.0,10.0,0.2,34.9-36.5,,,True,individual_page_result
2020104564,202410030811,,中京記念(GIII),3小倉8,小倉,14.0,13.0,5.0,,芝,晴,良,1:47.5,36.2,56.5,田口貫太,01208,5.1,3.0,11-12-13-9,474.0,-6.0,0.3,34.3-37.3,,,True,individual_page_result
2020190006,2025,,Qエリザベス2世S(GI),アスコット,アスコット,16.0,4.0,4.0,,芝,,良,1:38.6,,60.0,マーカン,05626,,7.0,,,,,,,,False,individual_page_result
2020190006,2025,,ジャック・ル・マロワ(GI),ドーヴィル,ドーヴィル,10.0,7.0,4.0,,芝,,稍,1:34.4,,60.0,マーカン,05626,,4.0,,,,,,,,False,individual_page_result
2020190006,2025,,サセックスS(GI),グッドウッド,グッドウッド,7.0,2.0,5.0,,芝,,良,1:38.7,,61.5,マーカン,05626,,5.0,,,,,,,,False,individual_page_result
2020190006,2025,,クイーンアンS(GI),アスコット,アスコット,10.0,5.0,1.0,,芝,,良,1:41.3,,58.0,ザーラ,05446,,6.0,,,,,,,,False,individual_page_result
2020190006,2025,,ダイオメドS(GIII),エプソム,エプソム,8.0,5.0,3.0,,芝,,良,1:44.6,,61.0,キングス,05660,,2.0,,,,,,,,False,individual_page_result
2020190006,2025,,パラダイスS(OP),アスコット,アスコット,11.0,4.0,2.0,,芝,,良,1:36.7,,59.5,キングス,05660,,1.0,,,,,,,,False,individual_page_result
2020190006,2024,,香港マイル(GI),シャティン,シャティン,14.0,7.0,12.0,,芝,,良,1:34.3,,57.0,ザーラ,05446,158.1,12.0,,498.0,,,,,,False,individual_page_result
2020190006,2024,,マッキノンS(GI),フレミントン,フレミントン,11.0,7.0,6.0,,芝,,稍,2:02.9,,59.0,ベイツ,,,6.0,,,,,,,,False,individual_page_result
2020190006,2024,,コックスプレート(GI),ムーニーバレー,ムーニーバレー,9.0,5.0,5.0,,芝,,良,2:02.9,,59.0,シン,05442,42.9,7.0,,,,,,,,False,individual_page_result
2020190006,2024,,英インターナショナル(GI),ヨーク,ヨーク,13.0,2.0,7.0,,芝,,良,2:06.2,,61.0,ターナー,05526,81.1,11.0,,,,,,,,False,individual_page_result
2021100953,202505040611,,富士S(GII),4東京6,東京,14.0,2.0,9.0,,芝,曇,良,1:32.5,33.0,57.0,菅原明良,01179,15.9,5.0,13-13,462.0,-6.0,0.8,35.1-33.4,,,True,individual_page_result
2021100953,202507030807,,中京記念(GIII),3中京8,中京,12.0,7.0,7.0,,芝,晴,良,1:32.7,33.3,58.0,菅原明良,01179,5.8,4.0,11-10-11,468.0,2.0,0.4,35.4-33.9,,,True,individual_page_result
2021100953,202505030211,,安田記念(GI),3東京2,東京,18.0,14.0,9.0,,芝,曇,良,1:33.3,33.9,58.0,菅原明良,01179,13.0,5.0,14-15,466.0,-2.0,0.6,35.0-34.3,,,True,individual_page_result
2021100953,202505010411,,東京新聞杯(GIII),1東京4,東京,16.0,12.0,1.0,,芝,晴,良,1:32.6,33.2,57.0,菅原明良,01179,7.4,3.0,12-12,468.0,-2.0,-0.1,34.6-34.9,,,True,individual_page_result
2021100953,202507010111,,スポニチ賞京都金杯(GIII),1中京1,中京,16.0,16.0,2.0,,芝,晴,良,1:33.6,34.3,57.0,田辺裕信,01075,6.9,4.0,13-12-12,470.0,4.0,0.1,34.7-35.4,,,True,individual_page_result
2021100953,202405050711,,キャピタルS(L),5東京7,東京,18.0,9.0,1.0,,芝,晴,良,1:32.3,33.5,56.0,田辺裕信,01075,19.6,8.0,11-11,466.0,4.0,0.0,34.2-34.7,,,True,individual_page_result
2021100953,202405040710,,キングカメハメハM(3勝クラス),4東京7,東京,7.0,4.0,1.0,,芝,曇,良,1:33.6,32.8,56.0,田辺裕信,01075,2.6,1.0,6-6,462.0,4.0,0.0,35.7-34.2,,,True,individual_page_result
2021100953,202405020611,,NHKマイルC(GI),2東京6,東京,18.0,10.0,8.0,,芝,晴,良,1:33.4,34.2,57.0,菅原明良,01179,203.3,14.0,12-10,458.0,-4.0,1.0,34.3-34.1,,,True,individual_page_result
2021100953,202406030811,,皐月賞(GI),3中山8,中山,17.0,18.0,16.0,,芝,晴,良,1:59.2,35.6,57.0,幸英明,00732,275.2,17.0,14-13-14-16,462.0,0.0,2.1,34.2-35.8,,,True,individual_page_result
2021100953,202406020811,,フジTVスプリングS(GII),2中山8,中山,10.0,3.0,9.0,,芝,晴,良,1:50.3,33.5,57.0,幸英明,00732,5.8,2.0,9-8-8-8,462.0,4.0,0.9,37.5-33.7,,,True,individual_page_result
2021101436,202505041111,,天皇賞(秋)(GI),4東京11,東京,14.0,10.0,11.0,,芝,曇,良,1:59.2,33.3,58.0,三浦皇成,01122,89.4,13.0,4-3-3,494.0,8.0,0.6,37.1-32.9,,,True,individual_page_result
2021101436,202507030807,,中京記念(GIII),3中京8,中京,12.0,8.0,4.0,,芝,晴,良,1:32.5,33.5,57.0,坂井瑠星,01163,3.8,2.0,4-4-4,486.0,-6.0,0.2,35.4-33.9,,,True,individual_page_result
2021101436,202505030211,,安田記念(GI),3東京2,東京,18.0,8.0,7.0,,芝,曇,良,1:33.2,34.2,58.0,Ｍ．デム,05212,18.8,7.0,8-8,492.0,0.0,0.5,35.0-34.3,,,True,individual_page_result
2021101436,202509020411,,大阪杯(GI),2阪神4,阪神,15.0,14.0,4.0,,芝,晴,良,1:56.5,33.8,58.0,Ｍ．デム,05212,32.3,10.0,8-8-10-10,492.0,4.0,0.3,34.9-35.1,,,True,individual_page_result
2021101436,202506020211,,中山記念(GII),2中山2,中山,16.0,4.0,2.0,,芝,晴,良,1:44.8,34.2,57.0,Ｍ．デム,05212,6.9,3.0,2-3-5-3,488.0,0.0,0.0,35.6-34.8,,,True,individual_page_result
2021101436,202406050611,,ディセンバーS(L),5中山6,中山,16.0,2.0,1.0,,芝,晴,良,1:45.2,34.0,56.0,マーカン,05626,2.6,1.0,3-3-3-3,488.0,0.0,-0.2,35.8-34.9,,,True,individual_page_result
2021101436,202408050611,,菊花賞(GI),5京都6,京都,18.0,15.0,9.0,,芝,晴,良,3:06.3,37.2,57.0,岩田康誠,05203,68.3,12.0,6-6-11-13,488.0,4.0,2.2,37.0-35.9,,,True,individual_page_result
2021101436,202406040511,,朝日セントライト記念(GII),4中山5,中山,14.0,6.0,3.0,,芝,曇,良,2:12.3,35.0,57.0,岩田康誠,05203,6.8,3.0,1-2-2-2,484.0,-2.0,0.7,36.2-34.6,,,True,individual_page_result
2021101436,202405021211,,東京優駿(GI),2東京12,東京,17.0,18.0,8.0,,芝,晴,良,2:25.2,34.7,57.0,岩田康誠,05203,160.0,17.0,1-1-1-2,486.0,0.0,0.9,36.3-33.8,,,True,individual_page_result
2021101436,202406030811,,皐月賞(GI),3中山8,中山,17.0,3.0,7.0,,芝,晴,良,1:57.8,33.9,57.0,武豊,00666,40.5,11.0,16-16-17-16,486.0,-10.0,0.7,34.2-35.8,,,True,individual_page_result
2021104434,202508030511,,MBS賞スワンS(GII),3京都5,京都,18.0,4.0,2.0,,芝,晴,良,1:18.9,33.3,55.0,北村友一,01102,43.7,12.0,11-11,428.0,8.0,0.0,33.5-34.0,,,True,individual_page_result
2021104434,202507030607,,CBC賞(GIII),3中京6,中京,17.0,6.0,10.0,,芝,曇,良,1:07.9,32.9,55.5,西塚洸二,01200,18.0,8.0,15-13,420.0,-10.0,0.5,34.0-33.4,,,True,individual_page_result
2021104434,202505020811,,ヴィクトリアマイル(GI),2東京8,東京,17.0,7.0,11.0,,芝,曇,良,1:32.6,34.0,56.0,北村友一,01102,56.6,13.0,13-12,430.0,4.0,0.5,33.9-35.3,,,True,individual_page_result
2021104434,202507020411,,愛知杯(GIII),2中京4,中京,18.0,16.0,1.0,,芝,晴,良,1:20.2,34.6,55.0,北村友一,01102,25.5,10.0,15-13,426.0,0.0,-0.2,32.7-36.0,,,True,individual_page_result
2021104434,202507010411,,淀短距離S(L),1中京4,中京,18.0,6.0,10.0,,芝,曇,良,1:09.6,33.6,55.0,北村友一,01102,17.8,5.0,16-17,426.0,-4.0,0.9,34.5-34.2,,,True,individual_page_result
2021104434,202406050511,,ターコイズS(GIII),5中山5,中山,16.0,11.0,10.0,,芝,晴,良,1:33.6,34.5,53.0,北村友一,01102,18.1,7.0,9-10-10,430.0,6.0,0.4,34.7-35.1,,,True,individual_page_result
2021104434,202408050209,,長岡京S(3勝クラス),5京都2,京都,16.0,12.0,1.0,,芝,晴,良,1:20.0,33.8,54.0,北村友一,01102,5.9,4.0,10-10,424.0,-12.0,-0.1,34.1-34.6,,,True,individual_page_result
2021104434,202401020710,,アジア競馬連盟T(3勝クラス),2札幌7,札幌,14.0,6.0,7.0,,芝,曇,重,1:30.6,36.4,53.0,北村友一,01102,3.1,1.0,4-4-4,436.0,14.0,0.6,29.9-36.2,,,True,individual_page_result
2021104434,202409020611,,桜花賞(GI),2阪神6,阪神,18.0,1.0,6.0,,芝,晴,良,1:32.5,33.5,55.0,北村友一,01102,208.5,16.0,13-12,422.0,-6.0,0.3,34.5-34.1,,,True,individual_page_result
2021104434,202409010311,,チューリップ賞(GII),1阪神3,阪神,16.0,4.0,13.0,,芝,曇,稍,1:34.0,35.8,55.0,北村友一,01102,13.0,7.0,4-4,428.0,-2.0,0.9,34.5-35.4,,,True,individual_page_result
2021105354,2025,,ジャック・ル・マロワ(GI),ドーヴィル,ドーヴィル,10.0,9.0,6.0,,芝,,稍,,,58.5,ルメール,05339,,1.0,,,,,,,,False,individual_page_result
2021105354,202505020811,,ヴィクトリアマイル(GI),2東京8,東京,17.0,17.0,1.0,,芝,曇,良,1:32.1,33.3,56.0,ルメール,05339,2.5,1.0,15-15,476.0,0.0,0.0,33.9-35.3,,,True,individual_page_result
2021105354,2025,,1351ターフスプリ(GII),キングアブドゥル,キングアブドゥル,13.0,12.0,1.0,,芝,晴,良,1:17.87,,55.0,ルメール,05339,,1.0,,,,,,,,False,individual_page_result
2021105354,2024,,ゴールデンイーグル,ローズヒルガーデ,ローズヒルガーデ,20.0,19.0,12.0,,芝,,稍,,,54.5,モレイラ,05509,,1.0,,,,,,,,False,individual_page_result
2021105354,202406040211,,京成杯オータムH(GIII),4中山2,中山,16.0,10.0,1.0,,芝,晴,良,1:30.8,32.7,55.5,ルメール,05339,1.5,1.0,9-9-8,480.0,0.0,-0.2,34.2-33.5,,,True,individual_page_result
2021105354,202405020611,,NHKマイルC(GI),2東京6,東京,18.0,14.0,2.0,,芝,晴,良,1:32.8,34.2,55.0,ルメール,05339,2.9,1.0,5-3,480.0,2.0,0.4,34.3-34.1,,,True,individual_page_result
2021105354,202409020611,,桜花賞(GI),2阪神6,阪神,18.0,9.0,2.0,,芝,晴,良,1:32.3,33.5,55.0,北村宏司,01043,3.5,1.0,8-8,478.0,10.0,0.1,34.5-34.1,,,True,individual_page_result
2021105354,202309050411,,阪神ジュベナイルF(GI),5阪神4,阪神,18.0,7.0,1.0,,芝,晴,良,1:32.6,33.7,55.0,北村宏司,01043,5.9,3.0,8-8,468.0,-4.0,0.0,34.4-34.4,,,True,individual_page_result
2021105354,202304030611,,新潟2歳S(GIII),3新潟6,新潟,12.0,12.0,1.0,,芝,晴,良,1:33.8,33.3,55.0,北村宏司,01043,3.7,1.0,5-5,472.0,8.0,-0.2,35.4-34.0,,,True,individual_page_result
2021105354,202305030706,,2歳新馬,3東京7,東京,16.0,5.0,1.0,,芝,曇,良,1:22.8,33.3,55.0,ルメール,05339,1.7,1.0,11-11,464.0,0.0,-0.4,36.4-34.5,,,True,individual_page_result
2021105643,202505040211,,毎日王冠(GII),4東京2,東京,11.0,6.0,7.0,,芝,曇,良,1:44.7,33.8,56.0,戸崎圭太,05386,5.0,3.0,7-6-6,500.0,16.0,0.7,34.8-33.7,,,True,individual_page_result
2021105643,202509030611,,しらさぎS(GIII),3阪神6,阪神,14.0,7.0,2.0,,芝,晴,良,1:33.2,33.9,57.0,ルメール,05339,4.0,1.0,7-6,484.0,0.0,0.2,35.1-33.9,,,True,individual_page_result
2021105643,2025,,ドバイシーマクラシッ(GI),メイダン,メイダン,9.0,9.0,6.0,,芝,,良,,,55.0,ルメール,05339,11.2,6.0,,,,,,,,False,individual_page_result
2021105643,202508010611,,京都記念(GII),1京都6,京都,12.0,6.0,9.0,,芝,曇,稍,2:16.7,35.3,55.0,ルメール,05339,1.8,1.0,7-7-3-5,500.0,6.0,1.0,37.0-34.6,,,True,individual_page_result
2021105643,202405050812,,ジャパンC(GI),5東京8,東京,14.0,9.0,4.0,,芝,晴,良,2:25.9,33.4,54.0,ルメール,05339,4.0,2.0,3-3-6-4,494.0,4.0,0.4,37.1-33.4,,,True,individual_page_result
2021105643,202408050411,,秋華賞(GI),5京都4,京都,15.0,5.0,1.0,,芝,晴,良,1:57.1,34.2,55.0,ルメール,05339,2.3,1.0,8-8-8-7,490.0,8.0,-0.3,34.5-36.7,,,True,individual_page_result
2021105643,202405021011,,優駿牝馬(GI),2東京10,東京,18.0,12.0,1.0,,芝,曇,良,2:24.0,34.0,55.0,ルメール,05339,4.6,2.0,12-9-9-10,482.0,-6.0,-0.1,34.7-35.1,,,True,individual_page_result
2021105643,202409020611,,桜花賞(GI),2阪神6,阪神,18.0,18.0,13.0,,芝,晴,良,1:33.4,34.8,55.0,ムルザバ,05627,6.1,4.0,6-5,488.0,8.0,1.2,34.5-34.1,,,True,individual_page_result
2021105643,202305040811,,アルテミスS(GIII),4東京8,東京,10.0,4.0,1.0,,芝,晴,良,1:33.6,33.3,55.0,ルメール,05339,1.5,1.0,3-3,480.0,4.0,-0.3,35.9-33.6,,,True,individual_page_result
2021105643,202304030102,,2歳未勝利,3新潟1,新潟,10.0,6.0,1.0,,芝,曇,良,1:46.9,33.0,55.0,ルメール,05339,1.1,1.0,2-2,476.0,6.0,-1.0,36.7-33.2,,,True,individual_page_result
2021107098,202505040411,,アイルランドT(GII),4東京4,東京,16.0,15.0,1.0,,芝,曇,良,1:45.7,32.4,55.0,岩田望来,01174,7.0,4.0,7-8-10,488.0,-4.0,-0.1,36.4-33.2,,,True,individual_page_result
2021107098,202509040410,,仲秋S(3勝クラス),4阪神4,阪神,11.0,8.0,1.0,,芝,曇,良,1:32.2,33.2,56.0,岩田望来,01174,2.4,1.0,6-4,492.0,4.0,0.0,35.6-33.4,,,True,individual_page_result
2021107098,202505030611,,府中牝馬S(GIII),3東京6,東京,14.0,14.0,3.0,,芝,晴,良,1:46.3,35.0,54.0,岩田望来,01174,5.8,2.0,8-7-7,488.0,6.0,0.3,35.5-35.4,,,True,individual_page_result
2021107098,202508020910,,シドニーT(3勝クラス),2京都9,京都,8.0,4.0,2.0,,芝,雨,稍,2:05.1,34.2,56.0,岩田望来,01174,2.3,1.0,1-1-1-1,482.0,0.0,0.1,39.7-34.1,,,True,individual_page_result
2021107098,202509020511,,サンスポ杯阪神牝馬S(GII),2阪神5,阪神,14.0,9.0,3.0,,芝,曇,良,1:32.8,32.7,55.0,岩田望来,01174,19.1,8.0,10-11,482.0,-2.0,0.0,35.5-33.4,,,True,individual_page_result
2021107098,202509010510,,難波S(3勝クラス),1阪神5,阪神,15.0,1.0,2.0,,芝,小雨,良,1:45.3,33.9,56.0,岩田望来,01174,8.0,4.0,6-7,484.0,-4.0,0.1,34.8-34.3,,,True,individual_page_result
2021107098,202507010210,,寿S(3勝クラス),1中京2,中京,18.0,9.0,16.0,,芝,雨,稍,2:06.3,39.8,55.0,岩田望来,01174,5.2,3.0,4-5-5-5,488.0,10.0,4.3,36.4-36.1,,,True,individual_page_result
2021107098,202408050411,,秋華賞(GI),5京都4,京都,15.0,12.0,4.0,,芝,晴,良,1:57.6,34.9,55.0,岩田望来,01174,123.2,13.0,3-4-4-4,478.0,2.0,0.5,34.5-36.7,,,True,individual_page_result
2021107098,202407030411,,関西TVローズS(GII),3中京4,中京,15.0,9.0,7.0,,芝,曇,稍,2:00.5,34.4,55.0,岩田望来,01174,29.2,8.0,3-4-4-4,476.0,10.0,0.6,36.1-35.6,,,True,individual_page_result
2021107098,202405021011,,優駿牝馬(GI),2東京10,東京,18.0,9.0,11.0,,芝,曇,良,2:25.1,35.2,55.0,岩田望来,01174,86.2,12.0,6-6-6-6,466.0,0.0,1.1,34.7-35.1,,,True,individual_page_result
2021107171,202505040611,,富士S(GII),4東京6,東京,14.0,14.0,2.0,,芝,曇,良,1:31.8,33.3,59.0,川田将雅,01088,1.9,1.0,2-3,506.0,8.0,0.1,35.1-33.4,,,True,individual_page_result
2021107171,202505030211,,安田記念(GI),3東京2,東京,18.0,10.0,1.0,,芝,曇,良,1:32.7,34.2,58.0,川田将雅,01088,4.3,2.0,3-3,498.0,-5.0,-0.2,35.0-34.3,,,True,individual_page_result
2021107171,2024,,香港マイル(GI),シャティン,シャティン,14.0,12.0,13.0,,芝,,良,,,56.5,川田将雅,01088,3.6,2.0,,503.0,,,,,,False,individual_page_result
2021107171,202405020611,,NHKマイルC(GI),2東京6,東京,18.0,16.0,1.0,,芝,晴,良,1:32.4,33.9,57.0,川田将雅,01088,2.9,2.0,3-3,492.0,2.0,-0.4,34.3-34.1,,,True,individual_page_result
2021107171,202406030811,,皐月賞(GI),3中山8,中山,17.0,8.0,3.0,,芝,晴,良,1:57.2,34.9,57.0,川田将雅,01088,6.1,3.0,3-3-3-2,490.0,-2.0,0.1,34.2-35.8,,,True,individual_page_result
2021107171,202405010611,,共同通信杯(GIII),1東京6,東京,10.0,9.0,2.0,,芝,曇,良,1:48.2,32.6,57.0,川田将雅,01088,2.5,1.0,3-5-4,492.0,2.0,0.2,37.3-33.1,,,True,individual_page_result
2021107171,202309050611,,朝日フューチュリティ(GI),5阪神6,阪神,17.0,3.0,1.0,,芝,晴,良,1:33.8,34.8,56.0,川田将雅,01088,2.7,1.0,7-4,490.0,0.0,-0.1,34.1-35.4,,,True,individual_page_result
2021107171,202308030311,,デイリー杯2歳S(GII),3京都3,京都,11.0,2.0,1.0,,芝,曇,稍,1:34.5,34.7,56.0,鮫島克駿,01157,3.9,1.0,3-3,490.0,-6.0,-0.3,35.0-35.0,,,True,individual_page_result
2021107171,202308020205,,2歳新馬,2京都2,京都,12.0,3.0,1.0,,芝,曇,良,1:47.4,34.6,56.0,鮫島克駿,01157,5.2,2.0,4-3,496.0,0.0,-0.4,35.6-34.9,,,True,individual_page_result
2021110031,202508030511,,MBS賞スワンS(GII),3京都5,京都,18.0,7.0,1.0,,芝,晴,良,1:18.9,33.2,57.0,菅原明良,01179,7.5,5.0,11-11,462.0,-2.0,0.0,33.5-34.0,,,True,individual_page_result
2021110031,202504020207,,関屋記念(GIII),2新潟2,新潟,18.0,1.0,2.0,,芝,晴,良,1:31.0,32.7,57.5,菅原明良,01179,25.3,10.0,11-11,464.0,4.0,0.0,33.9-34.1,,,True,individual_page_result
2021110031,202507020611,,高松宮記念(GI),2中京6,中京,18.0,5.0,14.0,,芝,晴,良,1:09.2,34.0,58.0,菱田裕二,01144,57.4,11.0,18-17,460.0,4.0,1.3,33.8-34.1,,,True,individual_page_result
2021110031,202506020111,,オーシャンS(GIII),2中山1,中山,15.0,8.0,9.0,,芝,晴,良,1:08.0,32.8,57.0,菱田裕二,01144,11.2,7.0,12-13,456.0,0.0,0.9,33.7-33.4,,,True,individual_page_result
2021110031,202505010411,,東京新聞杯(GIII),1東京4,東京,16.0,15.0,8.0,,芝,晴,良,1:33.2,33.2,58.0,田辺裕信,01075,30.5,9.0,16-16,456.0,2.0,0.6,34.6-34.9,,,True,individual_page_result
2021110031,202408070711,,阪神C(GII),7京都7,京都,18.0,14.0,3.0,,芝,曇,良,1:20.3,33.2,57.0,菱田裕二,01144,24.0,9.0,16-15,454.0,6.0,0.2,34.5-34.4,,,True,individual_page_result
2021110031,202408050711,,MBS賞スワンS(GII),5京都7,京都,17.0,6.0,2.0,,芝,曇,良,1:20.6,33.1,55.0,武豊,00666,12.5,6.0,17-16,448.0,6.0,0.1,34.0-35.0,,,True,individual_page_result
2021110031,202405040211,,毎日王冠(GII),4東京2,東京,14.0,13.0,12.0,,芝,曇,良,1:45.8,33.5,55.0,田辺裕信,01075,21.9,7.0,12-10-9,442.0,-2.0,0.7,35.3-33.7,,,True,individual_page_result
2021110031,202403020211,,ラジオNIKKEI賞(GIII),2福島2,福島,12.0,5.0,1.0,,芝,雨,良,1:45.3,34.2,56.0,田辺裕信,01075,11.2,6.0,12-11-11-11,444.0,10.0,0.0,34.5-35.0,,,True,individual_page_result
2021110031,202408031211,,白百合S(L),3京都12,京都,9.0,2.0,2.0,,芝,晴,良,1:46.7,33.6,57.0,和田竜二,01018,2.8,1.0,3-2,434.0,-2.0,0.2,36.3-33.7,,,True,individual_page_result
2022104401,202508030511,,MBS賞スワンS(GII),3京都5,京都,18.0,1.0,3.0,,芝,晴,良,1:19.0,33.6,55.0,吉村誠之,01216,7.0,4.0,6-6,492.0,-2.0,0.1,33.5-34.0,,,True,individual_page_result
2022104401,202505020611,,NHKマイルC(GI),2東京6,東京,18.0,5.0,5.0,,芝,晴,良,1:32.0,35.0,57.0,吉村誠之,01216,8.8,4.0,4-6,494.0,-2.0,0.3,33.4-35.3,,,True,individual_page_result
2022104401,202509020311,,チャーチルダウンズC(GIII),2阪神3,阪神,11.0,7.0,1.0,,芝,晴,良,1:32.2,33.9,57.0,吉村誠之,01216,3.0,2.0,2-5,496.0,-2.0,-0.3,34.4-34.2,,,True,individual_page_result
2022104401,202508010411,,きさらぎ賞(GIII),1京都4,京都,10.0,7.0,3.0,,芝,晴,稍,1:47.5,35.6,57.0,吉村誠之,01216,6.9,4.0,6-6,498.0,0.0,0.5,34.4-35.7,,,True,individual_page_result
2022104401,202408070611,,朝日フューチュリティ(GI),7京都6,京都,16.0,3.0,3.0,,芝,晴,良,1:34.9,34.0,56.0,吉村誠之,01216,45.8,9.0,9-10,498.0,-4.0,0.8,35.4-33.7,,,True,individual_page_result
2022104401,202408070205,,2歳新馬,7京都2,京都,9.0,7.0,1.0,,芝,晴,良,1:22.5,33.6,54.0,吉村誠之,01216,4.3,2.0,8-6,502.0,0.0,-0.4,36.0-34.4,,,True,individual_page_result
2022104772,202505040611,,富士S(GII),4東京6,東京,14.0,1.0,10.0,,芝,曇,良,1:32.9,34.0,55.0,武豊,00666,6.1,2.0,7-7,520.0,6.0,1.2,35.1-33.4,,,True,individual_page_result
2022104772,202505020611,,NHKマイルC(GI),2東京6,東京,18.0,10.0,2.0,,芝,晴,良,1:31.7,33.7,57.0,武豊,00666,8.4,3.0,17-16,514.0,-2.0,0.0,33.4-35.3,,,True,individual_page_result
2022104772,202506030811,,皐月賞(GI),3中山8,中山,18.0,18.0,6.0,,芝,曇,良,1:57.6,33.8,57.0,佐々木大,01197,201.5,16.0,16-17-17-13,516.0,6.0,0.6,34.5-34.8,,,True,individual_page_result
2022104772,202406050911,,ホープフルS(GI),5中山9,中山,18.0,12.0,16.0,,芝,晴,良,2:02.6,36.6,56.0,佐々木大,01197,6.4,2.0,9-7-9-10,510.0,10.0,2.1,36.0-35.5,,,True,individual_page_result
2022104772,202401020711,,札幌2歳S(GIII),2札幌7,札幌,12.0,2.0,1.0,,芝,晴,重,1:50.3,36.6,55.0,佐々木大,01197,4.3,3.0,6-6-6-2,500.0,-2.0,0.0,36.3-37.2,,,True,individual_page_result
2022104772,202402011005,,2歳新馬,1函館10,函館,10.0,6.0,1.0,,芝,曇,稍,1:54.0,35.3,55.0,佐々木大,01197,2.0,1.0,6-6-4-2,502.0,0.0,-0.3,38.5-35.6,,,True,individual_page_result
